timestamp,consumption_kwh,temperature_celsius,hour,day_of_week,month,is_weekend,is_holiday,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-16 17:00:00,4.222888888888889,6.334066109557407,17,5,12,1,0,234.6438888888889,18.1,0.0,19.0,607.0
2006-12-16 18:00:00,3.6321999999999997,1.9404079120547966,18,5,12,1,0,234.58016666666666,15.6,0.0,403.0,1012.0
2006-12-16 19:00:00,3.4002333333333334,2.384904242177697,19,5,12,1,0,233.23250000000002,14.503333333333334,0.0,86.0,1001.0
2006-12-16 20:00:00,3.2685666666666666,4.6257127070034105,20,5,12,1,0,234.07150000000001,13.916666666666666,0.0,0.0,1007.0
2006-12-16 21:00:00,3.0564666666666667,2.2586158960700566,21,5,12,1,0,237.15866666666668,13.046666666666665,0.0,25.0,1033.0
2006-12-16 22:00:00,2.2001333333333335,-2.7633059694541715,22,5,12,1,0,238.76000000000002,9.523333333333333,0.0,8.0,266.0
2006-12-16 23:00:00,2.0616,0.8777213804612438,23,5,12,1,0,240.61966666666666,8.896666666666667,0.0,5.0,0.0
2006-12-17 00:00:00,1.8824666666666665,2.4048551600007526,0,6,12,1,0,240.96183333333332,8.126666666666667,0.0,28.0,0.0
2006-12-17 01:00:00,3.3494,-0.10447524396304009,1,6,12,1,0,240.44833333333332,14.246666666666666,0.0,1514.0,0.0
2006-12-17 02:00:00,1.5872666666666668,0.07216712029522965,2,6,12,1,0,245.81866666666667,6.87,0.0,34.0,0.0
2006-12-17 03:00:00,1.6622,3.693147272280523,3,6,12,1,0,244.5135,7.206666666666667,0.0,46.0,0.0
2006-12-17 04:00:00,2.2157666666666667,1.151649961941135,4,6,12,1,0,243.8555,9.333333333333334,0.0,34.0,533.0
2006-12-17 05:00:00,1.9967333333333335,4.271817349955089,5,6,12,1,0,243.71016666666668,8.566666666666666,0.0,10.0,279.0
2006-12-17 06:00:00,1.3033000000000001,4.8663652279968606,6,6,12,1,0,244.1415,5.53,0.0,43.0,0.0
2006-12-17 07:00:00,1.6200333333333332,6.476972425820109,7,6,12,1,0,241.84566666666666,6.803333333333333,0.0,10.0,0.0
2006-12-17 08:00:00,1.8905666666666667,6.955512136664499,8,6,12,1,0,241.3115,8.05,0.0,45.0,0.0
2006-12-17 09:00:00,2.5490666666666666,5.852150038193749,9,6,12,1,0,238.8478333333333,10.973333333333333,0.0,439.0,0.0
2006-12-17 10:00:00,3.6289000000000002,5.586635374181592,10,6,12,1,0,235.44099999999997,15.533333333333333,533.0,1341.0,969.0
2006-12-17 11:00:00,2.4709999999999996,6.4748662901650444,11,6,12,1,0,236.92466666666667,10.493333333333334,567.0,301.0,1031.0
2006-12-17 12:00:00,1.9158666666666666,9.105607105785865,12,6,12,1,0,237.78466666666665,8.136666666666667,0.0,32.0,1039.0
2006-12-17 13:00:00,1.6607666666666667,11.550097915001826,13,6,12,1,0,239.92066666666668,6.923333333333333,0.0,3.0,1057.0
2006-12-17 14:00:00,2.092633333333333,6.38899054171195,14,6,12,1,0,244.04566666666668,8.6,0.0,20.0,1094.0
2006-12-17 15:00:00,2.9854,8.316138298925368,15,6,12,1,0,240.48083333333335,12.426666666666668,418.0,12.0,1062.0
2006-12-17 16:00:00,3.3260333333333336,5.512609214654568,16,6,12,1,0,236.78183333333334,14.006666666666666,515.0,4.0,1030.0
2006-12-17 17:00:00,3.406766666666667,7.993477340988648,17,6,12,1,0,234.22983333333335,14.51,0.0,28.0,1009.0
2006-12-17 18:00:00,3.6971,7.609938575826632,18,6,12,1,0,234.37233333333333,15.75,0.0,0.0,1010.0
2006-12-17 19:00:00,2.9084,3.321526040370533,19,6,12,1,0,233.19566666666665,12.516666666666667,0.0,31.0,1001.0
2006-12-17 20:00:00,3.3615,1.958207241208502,20,6,12,1,0,236.4265,14.276666666666667,0.0,67.0,1027.0
2006-12-17 21:00:00,3.040766666666667,0.7465322789997726,21,6,12,1,0,239.10416666666666,12.716666666666667,0.0,72.0,1050.0
2006-12-17 22:00:00,1.518,-0.45755778409203907,22,6,12,1,0,242.19233333333332,6.383333333333334,0.0,25.0,150.0
2006-12-17 23:00:00,0.4377333333333333,2.768453247653329,23,6,12,1,0,245.734,1.9966666666666666,0.0,48.0,0.0
2006-12-18 00:00:00,0.2763666666666667,4.279660483776185,0,0,12,0,0,244.60750000000002,1.2233333333333334,0.0,2.0,0.0
2006-12-18 01:00:00,0.31329999999999997,-2.2410673979768823,1,0,12,0,0,243.51933333333332,1.4166666666666667,0.0,35.0,0.0
2006-12-18 02:00:00,0.2844666666666667,-1.215675215115978,2,0,12,0,0,246.89100000000002,1.2566666666666666,0.0,0.0,0.0
2006-12-18 03:00:00,0.30993333333333334,4.780268627691059,3,0,12,0,0,245.73183333333333,1.4,0.0,34.0,0.0
2006-12-18 04:00:00,1.0263333333333333,5.0685324173687984,4,0,12,0,0,245.507,4.176666666666667,0.0,4.0,753.0
2006-12-18 05:00:00,0.2935,5.145373749485835,5,0,12,0,0,245.2531666666667,1.2933333333333332,0.0,28.0,0.0
2006-12-18 06:00:00,0.61,6.4317688599497735,6,0,12,0,0,245.70433333333332,2.6,0.0,5.0,0.0
2006-12-18 07:00:00,2.4504333333333337,7.35403865049267,7,0,12,0,0,240.96233333333333,10.22,5.0,27.0,678.0
2006-12-18 08:00:00,2.082133333333333,4.897272090936739,8,0,12,0,0,237.88033333333334,8.726666666666667,748.0,2.0,1041.0
2006-12-18 09:00:00,1.6293333333333335,6.304245971636062,9,0,12,0,0,237.40466666666669,6.816666666666666,310.0,29.0,1036.0
2006-12-18 10:00:00,1.3096333333333334,8.424931074710422,10,0,12,0,0,239.0805,5.426666666666667,0.0,0.0,1050.0
2006-12-18 11:00:00,1.5619333333333332,7.126610814129898,11,0,12,0,0,239.77100000000002,6.47,0.0,31.0,1056.0
2006-12-18 12:00:00,1.7560666666666667,6.993863358372491,12,0,12,0,0,242.57999999999998,7.246666666666667,0.0,0.0,1081.0
2006-12-18 13:00:00,1.6820666666666668,9.165099883281254,13,0,12,0,0,241.95416666666668,6.9399999999999995,0.0,32.0,1042.0
2006-12-18 14:00:00,1.7330333333333334,8.442527066824859,14,0,12,0,0,242.19650000000001,7.096666666666667,0.0,0.0,1043.0
2006-12-18 15:00:00,1.7842999999999998,8.385701684558457,15,0,12,0,0,242.4235,7.3100000000000005,0.0,31.0,1079.0
2006-12-18 16:00:00,1.9493,6.8377133159855,16,0,12,0,0,242.38066666666666,8.096666666666668,0.0,0.0,1079.0
2006-12-18 17:00:00,2.1549,8.408477822508146,17,0,12,0,0,238.72916666666666,8.993333333333334,0.0,20.0,1047.0
2006-12-18 18:00:00,2.402533333333333,3.8963506989643957,18,0,12,0,0,236.66850000000002,10.083333333333334,0.0,15.0,1015.0
2006-12-18 19:00:00,2.6145,5.977148674377645,19,0,12,0,0,235.32916666666668,11.19,0.0,546.0,0.0
2006-12-18 20:00:00,3.0505666666666666,1.6914471133658626,20,0,12,0,0,234.52433333333335,13.046666666666665,0.0,30.0,795.0
2006-12-18 21:00:00,2.1697333333333333,2.129906317973123,21,0,12,0,0,237.59083333333334,9.24,0.0,0.0,223.0
2006-12-18 22:00:00,1.7388000000000001,1.4593447001629685,22,0,12,0,0,240.2115,7.25,0.0,531.0,0.0
2006-12-18 23:00:00,1.5472666666666666,1.4466270656172835,23,0,12,0,0,242.65933333333334,6.6,0.0,1219.0,0.0
2006-12-19 00:00:00,0.8371333333333334,0.18337012847171763,0,1,12,0,0,242.07116666666667,3.5433333333333334,0.0,58.0,489.0
2006-12-19 01:00:00,0.3530333333333333,6.552694309327331,1,1,12,0,0,241.80833333333334,1.57,0.0,15.0,44.0
2006-12-19 02:00:00,0.3272333333333333,0.5116820472528296,2,1,12,0,0,245.7795,1.4633333333333334,0.0,38.0,0.0
2006-12-19 03:00:00,0.3083,3.252382828295546,3,1,12,0,0,244.46316666666664,1.3633333333333333,0.0,10.0,0.0
2006-12-19 04:00:00,0.32783333333333337,4.1696997340378275,4,1,12,0,0,244.1865,1.5,0.0,43.0,0.0
2006-12-19 05:00:00,0.30666666666666664,4.362064278864392,5,1,12,0,0,243.07583333333332,1.38,0.0,10.0,0.0
2006-12-19 06:00:00,0.7963333333333333,5.8076141267355865,6,1,12,0,0,242.02966666666669,3.466666666666667,0.0,41.0,0.0
2006-12-19 07:00:00,1.7856333333333334,7.564182868696893,7,1,12,0,0,239.42616666666666,7.543333333333334,0.0,0.0,444.0
2006-12-19 08:00:00,3.879033333333333,3.346209383270533,8,1,12,0,0,236.14633333333333,16.54,561.0,1571.0,1026.0
2006-12-19 09:00:00,1.6177666666666668,7.067364502105155,9,1,12,0,0,239.57233333333335,6.963333333333334,278.0,862.0,196.0
2006-12-19 10:00:00,0.4371333333333334,9.096212270415421,10,1,12,0,0,242.30566666666667,1.9433333333333331,0.0,85.0,0.0
2006-12-19 11:00:00,2.321633333333333,9.471778308740154,11,1,12,0,0,240.325,9.863333333333333,0.0,2061.0,0.0
2006-12-19 12:00:00,0.43066666666666664,9.585677984955481,12,1,12,0,0,242.9586666666667,1.9233333333333333,0.0,175.0,0.0
2006-12-19 13:00:00,0.30046666666666666,6.3090251448884676,13,1,12,0,0,243.6025,1.2933333333333332,0.0,37.0,0.0
2006-12-19 14:00:00,0.3021333333333333,6.538062310733666,14,1,12,0,0,246.94583333333333,1.3333333333333333,0.0,45.0,0.0
2006-12-19 15:00:00,0.42136666666666667,8.57379720254024,15,1,12,0,0,241.74066666666667,1.8066666666666669,0.0,10.0,133.0
2006-12-19 16:00:00,1.3721333333333334,6.399129757102381,16,1,12,0,0,242.71433333333334,5.613333333333333,0.0,43.0,1082.0
2006-12-19 17:00:00,2.1115,9.924501830994322,17,1,12,0,0,238.60666666666665,8.843333333333334,0.0,10.0,1046.0
